created_at,id_status,updated_at
2023-11-29 14:49:15,ignored,2023-11-29 14:49:15
2023-11-29 14:49:15,liked,2023-11-29 14:49:15
2023-11-29 14:49:15,none,2023-11-29 14:49:15
2023-11-29 14:49:15,stacked,2023-11-29 14:49:15
2023-11-29 14:49:15,stared,2023-11-29 14:49:15
