UCSULDz1yaHLVQWHpm4g_GHA,monsieurbidouille,2.5,2023-11-21 18:24:00,Bricole,Fr
UCHzlOe7IGQ8QvHA1oeD2CQw,monsieurclavicule,2.5,2023-11-21 16:31:00,Medical,Fr
UCqA8H22FwgBVcF3GJpp0MQw,MonsieurPhi,2.5,2023-11-21 18:24:00,Philo,Fr
UCSw9lUrkDN4jmY5roG-5GEg,MontresMoi,2.5,2023-11-21 16:47:00,Watch,Fr
UCx8mQU1dOemRUTPmrjs_Jaw,MrGalagomusic,2.5,2023-11-21 16:38:00,Music,?
UCLA_DiR1FfKNvjuUpBHmylQ,NASA,2.5,2023-11-21 16:09:00,Space,En
UCC1Tdag0L4dfOEDAsWW6TvQ,NassimSahili,2.5,2023-11-21 18:43:00,Muscle,Fr
UCP46_MXP_WG_auH88FnfS1A,notabenemovies,2.5,2023-11-21 16:20:00,History,Fr
UCrbbgYjbrXVYRM_iRGEDqFw,NotaBonus,2.5,2023-11-21 16:20:00,History,Fr
UCoxcjq-8xIDTYp3uz647V5A,numberphile,2.5,2023-11-21 18:24:00,Maths,En
UCAz-755tH3m8_BwaluzdJwQ,numerama,2.5,2023-11-21 16:09:00,Tech,Fr
UCzsIm81pLYinjhfjDsFZ-aA,ParfaitementWeb,2.5,2023-11-21 18:41:00,Business,Fr
UCvOy8YK838JxJ0sdWX3flIQ,PascalVigne,2.5,2023-11-21 16:33:00,Guitar,Fr
UCsz9DiwPtgDvxJ-njWnieZw,PasseScience,2.5,2023-11-21 18:31:00,Science,Fr
UCsM4_jihNFYe4CtSkXvDR-Q,permacultureetc,2.5,2023-11-21 16:37:00,Agriculture,Fr
UClEhO-4_6xzQ_Y9Xo22KGjA,PianoWithJonny,2.5,2023-11-21 16:22:00,Piano,En
UC1ebwJn2QOFo9B96m4fRmEA,playpopsongs-piano,2.5,2023-11-21 18:23:00,Piano,Fr
UC7myUXybJN3i_gLdSBlD_3g,podcastscience,2.5,2023-11-21 18:33:00,Science,?
UCFqV9b9ji8yIMw3GyNlueuA,PokerWinamax,2.5,2023-11-21 16:17:00,Poker,Fr
UCqrxDV9EPOlI1YMhzIPed2g,processusthief,2.5,2023-11-21 18:21:00,Hack,Fr
UCB0qpLkjzVlVZ4c8nKiCEyw,pvnova,2.5,2023-11-21 18:33:00,Music,Fr
UCOjD18EJYcsBog4IozkF_7w,PyDataTV,2.5,2023-11-21 18:17:00,Python,En
UCCGRtSqLfljpX9mzCYDsQIg,QuestionsdHistoire,2.5,2023-11-21 18:21:00,History,Fr
UCI0vQvr9aFn27yR6Ej6n5UA,realpython,2.5,2023-11-21 16:33:00,Python,En
UCJ7_Ld2cIVY5MM3NcKW3D8A,RisqueAlpha,2.5,2023-11-21 18:24:00,Stats,Fr
UC2_u6eFwn95n_Mwzopm36qg,RomainUghetto,2.5,2023-11-21 18:43:00,Music,Fr
UC0NCbj8CxzeCGIF6sODJ-7A,Science4Allfrancais,2.5,2023-11-21 18:31:00,Science,Fr
UCfqLgK5ajTbqY61mtNV_Agg,Science4allOrg,2.5,2023-11-21 18:31:00,Science,En
UCV6uM3y-8TeO7JlCtcEN-Bg,ScienceClic,2.5,2023-11-21 18:31:00,Science,Fr
UCE_LWXcsdp7cWbo4DR4ZA-A,Sciencedecomptoir,2.5,2023-11-21 18:17:00,Science,Fr
UCaNlbnghtwlsGF-KzAFThqA,ScienceEtonnante,2.5,2023-11-21 18:33:00,Science,Fr
UCARDLLvzw-DPoek7Z3dUAsA,Shubham_Sharma,2.5,2023-11-21 18:41:00,Business,Fr
UC6107grRI4m0o2-emgoDnAA,smartereveryday,2.5,2023-11-21 18:33:00,Science,En
UCW6TXMZ5Pq6yL6_k5NZ2e0Q,Socratica,2.5,2023-11-21 16:37:00,Code,En
UCiWrr_SnP8eK-_9yJWFzbEA,Surlechamp,2.5,2023-11-21 18:24:00,History,Fr
UCwf-gTeemly9VOVALdBXiTw,TechniquesSpatiales,2.5,2023-11-21 16:40:00,Space,Fr
UC4JX40jDee_tINbkjycV4Sg,TechWithTim,2.5,2023-11-21 16:33:00,Code,En
UCAuUUnT6oDeKwE6v1NGQxug,TED,2.5,2023-11-21 16:22:00,Misc.,Fr
UCqiy7013kv1hFGOuPJ6gVaA,TEDx,2.5,2023-11-21 16:23:00,Misc.,Fr
UCJbPGzawDH1njbqV-D5HqKw,thenewboston,2.5,2023-11-21 18:17:00,Code,En
UCfipg1q2NsExNwfkPoRqZyQ,TheSkyline35,2.5,2023-11-21 18:21:00,Fly,Fr
UCVso5UVvQeGAuwbksmA95iA,ThibaultNeveu,2.5,2023-11-21 16:45:00,IA,Fr
UCQgWpmt02UtJkyO32HGUASQ,thinkerview,2.5,2023-11-21 16:39:00,Misc.,Fr
UCpWaR3gNAQGsX48cIlQC0qw,TiboInShape,2.5,2023-11-21 18:33:00,Muscle,Fr
UCq-8pBMM3I40QlrhM9ExXJQ,TroncheEnBiais,2.5,2023-11-21 16:31:00,Sceptic,Fr
UC8NAgkkx9yklK7-Gq7AKkcg,TutoPoker,2.5,2023-11-21 16:42:00,Poker,Fr
UCCW3y5OrqbBtLgValVRmEuw,Underscore_,2.5,2023-11-21 16:45:00,Code,Fr
UC6UbiyGEGkF5iuqKRsShCOg,ValentinaLisitsaQOR,2.5,2023-11-21 18:24:00,Piano,En
UCHnyfMqiRRG1u-2MsSQLbXA,veritasium,2.5,2023-11-21 16:38:00,Science,En
UCcueC-4NWGuPFQKzQWn5heA,VictorFerry,2.5,2023-11-21 16:18:00,Philo,Fr
UCcXH6W9ey_h8LEx2lFxp5fg,VideosEchecs,0,2023-11-21 16:31:00,Chess,Fr
UCcJbjcstdopt-2VuWaiaKBg,VoituresIngenierie,2.5,2023-11-21 16:33:00,Cars,Fr
UCynBu7PDfJsCXeCSqT1QUQw,Vousavezledroit,2.5,2023-11-21 16:24:00,Droit,Fr
UCD_VizaraVT9yDy1egNlWCQ,Wandida,2.5,2023-11-21 18:31:00,Code,?
UCDxm-FbK9nmZKqHI19j-DOw,WTF1official,2.5,2023-11-21 16:17:00,F1,En
UCnRgwMa5Y3qgnHeHQwyQJUQ,YannDarwin,2.5,2023-11-21 16:14:00,Finance,Fr
UC-06IzcwOHu9_Xgqr-NMkUQ,yannleonardi,2.5,2023-11-21 16:43:00,Business,Fr
UCaDqmzanCq4ZYhdEm0Df9Qg,YMONKA,2.5,2023-11-21 18:31:00,Maths,Fr
UCaSN10rVMFrdkAOJ39cLl7w,YoHViraL,2.5,2023-11-21 16:19:00,Poker,Fr
UCcabW7890RKJzL968QWEykA,cs50,2.5,2023-11-21 16:22:00,Code,En
UCYpRDnhk5H8h16jpS84uqsA,lemonde,2.5,2023-11-21 16:13:00,NewsFR,Fr
UCSLpcEc3Q9njl2BMVjHdBHA,Alexandre-ToutpourmaSante,2.5,2023-11-21 18:41:00,Medical,?
UCV8M-U3qHFLlS24jGVJmgIQ,algomius,2.5,2023-11-21 18:41:00,Maths,Fr
UCs7iu-oRf40iuX-3kO-4msg,Andre.Manoukian,2.5,2023-11-21 18:23:00,Music,Fr
UCKtG_lXZk4pRJkapfK0eprA,artetumourrasmoinsbete,2.5,2023-11-21 16:39:00,Science,Fr
UChjVBecXyrnluLxmbV-wswQ,ATECHUET,2.5,2023-11-21 16:29:00,Fly,Fr
UCVOBxkxPoQA4srw23W0ZTag,automatants-associationdia7325,2.5,2023-11-21 18:17:00,IA,En
UCS_7tplUgzJG4DhA16re5Yg,BaladeMentale,2.5,2023-11-21 18:24:00,Science,Fr
UCTSTUWEktWdPy7gp96axFLg,BarilletMontre,2.5,2023-11-21 16:22:00,Watch,Fr
UCIIq-MNFUrlgmrW5pBdNedQ,bienvenueaucabinet,2.5,2023-11-21 16:42:00,Finance,Fr
UCww8jYELz4JmlkxT8FvNRAg,biostatistique5586,2.5,2023-11-21 18:21:00,Stats,Fr
UCjylyKydCPV2pK6j5aB92wg,Blitzstream-Rediff,2.5,2023-11-21 16:20:00,Chess,Fr
UCho9uPByw7z1mOhTqEnfWUA,blitzstreamfacile,2.5,2023-11-21 16:16:00,Chess,Fr
UCfE1oQ47oqyJNzM-nFy_gjA,blowuplactualiteducinemaou121,2.5,2023-11-21 18:17:00,Cinema,Fr
UCSKdvgqdnj72_SLggp7BDTg,BrutFR,2.5,2023-11-21 16:14:00,NewsFR,Fr
UCrtskh5sCcKFW6s1mPHr0Uw,cahierdupianiste,2.5,2023-11-21 16:38:00,Piano,Fr
UC4Sukzudhbwr6fs10cXrJsQ,CNRS-FIDLE,2.5,2023-11-21 18:17:00,IA,Fr
UCnEHCrot2HkySxMTmDPhZyg,DefendIntelligence,2.5,2023-11-21 18:17:00,Code,?
UCYJJ4j9s2K6X203oJGUx8dQ,Derkomai22,2.5,2023-11-21 18:21:00,Gaming,Fr
UCnhQ5SA61OxuCMuds-lltDg,ecoledepilotagevirtuelle739,2.5,2023-11-21 18:21:00,Cars,Fr
UCgkhWgBGRp0sdFy2MHDWfSg,ElJj,2.5,2023-11-21 18:31:00,Maths,Fr
UC6T90Z6cROhlFxnF6hY4ayw,frank.sans.c,2.5,2023-11-21 16:23:00,Watch,Fr
UCAoUBng0Mfu0qn4lPimS6MA,ggmilgram,2.5,2023-11-21 16:19:00,Sceptic,Fr
UCJS9pqu9BzkAMNTmzNMNhvg,googlecloudtech,2.5,2023-11-21 18:34:00,Code,En
UCs-PheMX3uESKoKWvSvIMbg,hamiltonaraujo,2.5,2023-11-21 18:17:00,Maths,Fr
UC7sXGI8p8PvKosLWagkK9wQ,Heu7reka,2.5,2023-11-21 18:24:00,Economy,Fr
UCDC6DBi0kRp6Jk21xqfvFLA,hugolisoiryoutube,2.5,2023-11-21 16:40:00,Space,Fr
UCHZ1ANeV4alqLuvGnZEQqIQ,investisseurpassionne,2.5,2023-11-21 18:41:00,Finance,Fr
UC5_oFcBFlawLcFCBmU7oNZA,juliannash3590,2.5,2023-11-21 18:21:00,Code,En
UCE9nD0S1vE_XdtM5nsPCV7A,LaCapsuleBootcamp,2.5,2023-11-21 18:24:00,School,Fr
UCWty1tzwZW_ZNSp5GVGteaA,lastatistiqueexpliqueeamon4366,2.5,2023-11-21 18:24:00,Stats,Fr
UCxSeJKYcO_4G_VrOlFykbSA,lespritcritique,2.5,2023-11-21 16:24:00,Sceptic,Fr
UCu6mFdACj_quODcUujiT62Q,low-techlab2411,2.5,2023-11-21 18:24:00,Bricole,?
UCKjDY4joMPcoRMmd-G1yz1Q,manonbrilcuah,2.5,2023-11-21 18:24:00,History,Fr
UCCWTtFf8wpLlCZHenYUGZKw,markfowlermusic,2.5,2023-11-21 18:31:00,Piano,En
UCawZsQWqfGSbCI5yjkdVkTA,matthew_berman,2.5,2023-11-21 18:41:00,IA,En
UCaiL2GDNpLYH6Wokkk1VNcg,mCoding,2.5,2023-11-21 16:45:00,Python,En
UCEEi1rclmzywXicV7JfPjWw,Meeea,2.5,2023-11-21 16:43:00,Cinema,Fr
UCL7Pt2ljknkxrFHZC6k8ZTg,moocnsi,2.5,2023-11-21 18:17:00,School,Fr
UCbXgNpp0jedKWcQiULLbDTA,patloeber,2.5,2023-11-21 16:46:00,Python,En
UCyeoIdJHgQhOrct9mVJ2fTQ,PetitAstronome,2.5,2023-11-21 16:30:00,Space,Fr
UCmBZ2gR3uyWYdzvCZREJ24w,pianolouange1059,2.5,2023-11-21 18:23:00,Piano,Fr
UCy2MnKptOjk2N9S9ihlkCGA,playpianobyear,2.5,2023-11-21 18:21:00,Piano,?
UCxladMszXan-jfgzyeIMyvw,robmulla,2.5,2023-11-21 18:41:00,IA,En
UCdL3UpiseRlvxXuORJjmqZw,StardustYT,2.5,2023-11-21 18:24:00,Space,Fr
UC_PsZx6zW4gSb2HqTPbKblg,statapprendra2183,2.5,2023-11-21 16:45:00,Stats,Fr
UCtYLUTtgS3k1Fg4y5tAhLbw,statquest,2.5,2023-11-21 16:45:00,Stats,En
UCyJDHgrsUKuWLe05GvC2lng,StupidEco,2.5,2023-11-21 16:45:00,Economy,?
UCaBtHOmqKSNY7pNTEaHkQcQ,tutotrompette9024,2.5,2023-11-21 18:23:00,Cuivres,Fr
UCwzxu1j19ICnfW5zrBvUw-w,unebiereetjivay,2.5,2023-11-21 16:31:00,Alcool,Fr
UCa3riqqrEl0I57LJEGbEM4Q,unMAXdeSPORT,2.5,2023-11-21 18:17:00,Sport,Fr
UCmypMSIqPi4uMH1a75dzmzA,victorferrybusinessnews,2.5,2023-11-21 16:22:00,Finance,Fr
,Vilebrequin,2.5,2023-11-21 16:33:00,Cars,Fr
UCsrVDPJBYeXItETFHG0qzyw,WebDevCody,2.5,2023-11-21 16:29:00,Code,En
UCtCySxVkh0sKPPfMPXxE6sQ,willygeorges,2.5,2023-11-21 18:44:00,Muscle,?
UCs_AZuYXi6NA9tkdbhjItHQ,xavki,2.5,2023-11-21 16:22:00,Code,Fr
UCfY6ovyFMaw30NRs-KrxrWw,zettabytesepfl9993,2.5,2023-11-21 18:31:00,Code,?
,LeParisien,2.5,2023-11-21 18:31:00,NewsFR,Fr
