channel_id,url,categ_1_id,language_id,interest,date,rss_url
Shubham_Sharma,https://www.youtube.com/Shubham_Sharma,Business,Fr,,2023-11-21 18:41:00,UCARDLLvzw-DPoek7Z3dUAsA
smartereveryday,https://www.youtube.com/smartereveryday,Science,En,,2023-11-21 18:33:00,UC6107grRI4m0o2-emgoDnAA
Socratica,https://www.youtube.com/Socratica,Code,En,,2023-11-21 16:37:00,UCW6TXMZ5Pq6yL6_k5NZ2e0Q
StardustYT,https://www.youtube.com/StardustYT,Space,Fr,,2023-11-21 18:24:00,
statapprendra2183,https://www.youtube.com/statapprendra2183,Stats,Fr,,2023-11-21 16:45:00,
statquest,https://www.youtube.com/statquest,Stats,En,,2023-11-21 16:45:00,
StupidEco,https://www.youtube.com/StupidEco,Economy,?,,2023-11-21 16:45:00,
Surlechamp,https://www.youtube.com/Surlechamp,History,Fr,,2023-11-21 18:24:00,UCiWrr_SnP8eK-_9yJWFzbEA
TechniquesSpatiales,https://www.youtube.com/TechniquesSpatiales,Space,Fr,,2023-11-21 16:40:00,UCwf-gTeemly9VOVALdBXiTw
TechWithTim,https://www.youtube.com/TechWithTim,Code,En,,2023-11-21 16:33:00,UC4JX40jDee_tINbkjycV4Sg
TED,https://www.youtube.com/TED,Misc.,Fr,,2023-11-21 16:22:00,UCAuUUnT6oDeKwE6v1NGQxug
TEDx,https://www.youtube.com/TEDx,Misc.,Fr,,2023-11-21 16:23:00,UCqiy7013kv1hFGOuPJ6gVaA
thenewboston,https://www.youtube.com/thenewboston,Code,En,,2023-11-21 18:17:00,UCJbPGzawDH1njbqV-D5HqKw
TheSkyline35,https://www.youtube.com/TheSkyline35,Fly,Fr,,2023-11-21 18:21:00,UCfipg1q2NsExNwfkPoRqZyQ
ThibaultNeveu,https://www.youtube.com/ThibaultNeveu,IA,Fr,,2023-11-21 16:45:00,UCVso5UVvQeGAuwbksmA95iA
thinkerview,https://www.youtube.com/thinkerview,Misc.,Fr,,2023-11-21 16:39:00,UCQgWpmt02UtJkyO32HGUASQ
TiboInShape,https://www.youtube.com/TiboInShape,Muscle,Fr,,2023-11-21 18:33:00,UCpWaR3gNAQGsX48cIlQC0qw
TroncheEnBiais,https://www.youtube.com/TroncheEnBiais,Sceptic,Fr,,2023-11-21 16:31:00,UCq-8pBMM3I40QlrhM9ExXJQ
TutoPoker,https://www.youtube.com/TutoPoker,Poker,Fr,,2023-11-21 16:42:00,UC8NAgkkx9yklK7-Gq7AKkcg
tutotrompette9024,https://www.youtube.com/tutotrompette9024,Cuivres,Fr,,2023-11-21 18:23:00,
Underscore_,https://www.youtube.com/Underscore_,Code,Fr,,2023-11-21 16:45:00,UCCW3y5OrqbBtLgValVRmEuw
unebiereetjivay,https://www.youtube.com/unebiereetjivay,Alcool,Fr,,2023-11-21 16:31:00,
unMAXdeSPORT,https://www.youtube.com/unMAXdeSPORT,Sport,Fr,,2023-11-21 18:17:00,
ValentinaLisitsaQOR,https://www.youtube.com/ValentinaLisitsaQOR,Piano,En,,2023-11-21 18:24:00,UC6UbiyGEGkF5iuqKRsShCOg
veritasium,https://www.youtube.com/veritasium,Science,En,,2023-11-21 16:38:00,UCHnyfMqiRRG1u-2MsSQLbXA
VictorFerry,https://www.youtube.com/VictorFerry,Philo,Fr,,2023-11-21 16:18:00,UCcueC-4NWGuPFQKzQWn5heA
VictorFerry,https://www.youtube.com/VictorFerry,Philo,Fr,,2023-11-21 18:17:00,UCcueC-4NWGuPFQKzQWn5heA
victorferrybusinessnews,https://www.youtube.com/victorferrybusinessnews,Finance,Fr,,2023-11-21 16:22:00,
VideosEchecs,https://www.youtube.com/VideosEchecs,Chess,Fr,0.0,2023-11-21 16:31:00,UCcXH6W9ey_h8LEx2lFxp5fg
Vilebrequin,https://www.youtube.com/Vilebrequin,Cars,Fr,,2023-11-21 16:33:00,
VoituresIngenierie,https://www.youtube.com/VoituresIngenierie,Cars,Fr,,2023-11-21 16:33:00,UCcJbjcstdopt-2VuWaiaKBg
Vousavezledroit,https://www.youtube.com/Vousavezledroit,Droit,Fr,,2023-11-21 16:24:00,UCynBu7PDfJsCXeCSqT1QUQw
Wandida,https://www.youtube.com/Wandida,Code,?,,2023-11-21 18:31:00,UCD_VizaraVT9yDy1egNlWCQ
WebDevCody,https://www.youtube.com/WebDevCody,Code,En,,2023-11-21 16:29:00,
willygeorges,https://www.youtube.com/willygeorges,Muscle,?,,2023-11-21 18:44:00,
WTF1official,https://www.youtube.com/WTF1official,F1,En,,2023-11-21 16:17:00,UCDxm-FbK9nmZKqHI19j-DOw
xavki,https://www.youtube.com/xavki,Code,Fr,,2023-11-21 16:22:00,
YannDarwin,https://www.youtube.com/YannDarwin,Finance,Fr,,2023-11-21 16:14:00,UCnRgwMa5Y3qgnHeHQwyQJUQ
yannleonardi,https://www.youtube.com/yannleonardi,Business,Fr,,2023-11-21 16:43:00,UC-06IzcwOHu9_Xgqr-NMkUQ
YMONKA,https://www.youtube.com/YMONKA,Maths,Fr,,2023-11-21 18:31:00,UCaDqmzanCq4ZYhdEm0Df9Qg
YoHViraL,https://www.youtube.com/YoHViraL,Poker,Fr,,2023-11-21 16:19:00,UCaSN10rVMFrdkAOJ39cLl7w
zettabytesepfl9993,https://www.youtube.com/zettabytesepfl9993,Code,?,,2023-11-21 18:31:00,
cs50,https://www.youtube.com/cs50,Code,En,,2023-11-21 16:22:00,UCcabW7890RKJzL968QWEykA
lemonde,https://www.youtube.com/lemonde,NewsFR,Fr,,2023-11-21 16:13:00,UCYpRDnhk5H8h16jpS84uqsA
